中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,28 ms,1080 Mbps,138240 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,87 ms,291 Mbps,37273 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,28 ms,551 Mbps,70553 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,59 ms,431 Mbps,55193 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,50 ms,808 Mbps,103424 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,78 ms,39 Mbps,5077 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,72 ms,406 Mbps,52019 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,66 ms,456 Mbps,58470 kB/s
129.146.47.72,443,104.28.205.110,US,Los Angeles,隧道,56 ms,39 Mbps,5068 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,142 ms,179 Mbps,22937 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,111 ms,197 Mbps,25292 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,66 ms,536 Mbps,68608 kB/s
35.197.23.75,443,34.169.20.76,US,Seattle,隧道,71 ms,468 Mbps,59904 kB/s
35.230.79.26,443,34.169.20.76,US,Seattle,隧道,58 ms,474 Mbps,60723 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,26 ms,7 Mbps,946 kB/s
150.230.47.3,443,150.230.47.3,US,San Jose,中转,52 ms,0 Mbps,30 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,123 ms,14 Mbps,1831 kB/s
168.138.66.11,443,168.138.66.11,CA,Montréal,中转,47 ms,56 Mbps,7269 kB/s
129.146.248.140,443,129.146.248.140,US,Los Angeles,中转,94 ms,140 Mbps,18022 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,118 ms,205 Mbps,26316 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,65 ms,286 Mbps,36659 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,79 ms,417 Mbps,53452 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,108 ms,234 Mbps,30003 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,115 ms,48 Mbps,6269 kB/s
