中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,34.168.250.177,US,Seattle,隧道,94 ms,324 Mbps,41472 kB/s
35.197.23.75,443,34.168.250.177,US,Seattle,隧道,90 ms,360 Mbps,46080 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,41 ms,518 Mbps,66355 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,90 ms,264 Mbps,33894 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,56 ms,404 Mbps,51712 kB/s
158.101.214.219,443,2a0b:21c0:1007:c7:0:1c88:6021:9f61,DE,Frankfurt,隧道,100 ms,132 Mbps,16896 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,78 ms,44 Mbps,5692 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,125 ms,234 Mbps,30003 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,74 ms,359 Mbps,45977 kB/s
129.146.7.98,443,2a09:bac5:60eb:78::c:344,US,Los Angeles,隧道,100 ms,67 Mbps,8582 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,112 ms,257 Mbps,32972 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,117 ms,213 Mbps,27340 kB/s
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,123 Mbps,15769 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,97 ms,308 Mbps,39424 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,133 ms,337 Mbps,43212 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,71 ms,309 Mbps,39628 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,77 ms,283 Mbps,36249 kB/s
34.82.76.253,443,34.19.48.92,US,Seattle,隧道,94 ms,289 Mbps,37068 kB/s
138.2.182.17,443,2a0b:21c0:100a:1b0:0:cb96:f4c1:a2,DE,Frankfurt,隧道,101 ms,137 Mbps,17612 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,92 ms,389 Mbps,49868 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,126 ms,244 Mbps,31232 kB/s
129.146.111.62,443,129.146.111.62,US,Los Angeles,中转,71 ms,312 Mbps,39936 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,88 ms,104 Mbps,13414 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,75 ms,49 Mbps,6366 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,116 ms,45 Mbps,5833 kB/s
129.146.220.190,443,129.146.220.190,US,Los Angeles,中转,71 ms,99 Mbps,12697 kB/s
141.147.79.135,443,209.177.81.218,US,Frankfurt,隧道,152 ms,117 Mbps,15052 kB/s
130.162.184.173,443,130.162.184.173,GB,London,中转,100 ms,4 Mbps,633 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,104 ms,41 Mbps,5276 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,103 ms,48 Mbps,6167 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,87 ms,224 Mbps,28774 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,139 ms,275 Mbps,35225 kB/s
129.159.130.38,443,129.159.130.38,IL,Tel Aviv,中转,145 ms,36 Mbps,4711 kB/s
129.153.126.67,443,2a09:bac1:76a0:e18::1bd:ef,US,Los Angeles,隧道,67 ms,19 Mbps,2514 kB/s
144.22.252.124,443,144.22.252.124,BR,S
